Gender,Percentile,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79
Women,0.6,29382.16,29258,30393.52,30491.932,31533.466,32137.454,34519.78,35639.836,36208.856,38877.564,40509.868,41321.336
Women,0.7,28793,28727.2,29955.96,29963.978,30731.29,31732.178,34207.261,35048,35373.141,38333.816,39667.846,40744.892
Women,0.8,28400.52,28285.72,29428.208,29471.216,30254.96,31330.544,33724.064,34455.864,35182.208,37140.296,39109.792,40353.528
Women,0.9,27985.6,27882.86,29046.816,28958.914,29730.482,30546.81,33236.216,34167.732,35095.51,36746.376,38585.484,40213.344
Women,1,27509.1,27481.3,28715.68,28608.64,29368.15,30231.06,32797.89,33721.46,34995.06,36038.06,37481.76,40073.16
Women,1.1,27257.31,27195.31,28327.788,28151.342,29047.652,29873.992,32522.799,33159.354,34396.298,35807.742,36624.78,39932.976
Women,1.2,26896.76,26920.44,27970.032,27903.184,28755.864,29653.896,31994.68,32968.984,33863.048,35796.016,36518.76,39792.792
Women,1.3,26747.55,26721.34,27651,27681.366,28366.37,29290.634,31624.095,32713.762,33558.697,35773.99,36411.978,39652.608
Women,1.4,26591.02,26512.42,27451,27509.096,28068.29,28967.246,31471.174,32560.508,33450.002,35551.008,36304.284,39512.424
Women,1.5,26438.1,26315.85,27288.82,27383.82,27770.47,28718.81,31043.505,32124.17,33195.96,35327.595,36260.23,39372.24
Women,1.6,26312.64,26171.96,27096.24,27206.304,27569.28,28549.352,30583.264,31887.472,33078.208,35177.536,36248.512,39203.72
Women,1.7,25972.39,26021,26949.828,27067.886,27435.411,28362.906,30264.639,31658.076,32854.542,35106.946,36148.828,39030.14
Women,1.8,25830.44,25893.72,26814.224,26951.368,27260.494,28142.498,29966.206,31409.324,32381.978,35087.466,36022.384,38856.56
Women,1.9,25623.9,25732.12,26625.396,26870.486,27101.809,27968.565,29675.364,31140.968,32288.952,35051.288,35735.572,38682.98
Women,2,25410.8,25585.2,26498.68,26786.52,26967.66,27781.18,29407.84,30792.48,32138.38,34751.2,35516.92,38509.4
Women,2.1,25318.05,25464.63,26373.892,26668.096,26769.972,27680.589,29199.845,30665.436,31973.282,34524.515,35467.816,38335.82
Women,2.2,25108.4,25367.32,26257.16,26501.004,26666.13,27513.9,29010.158,30546.132,31841.002,34352.378,35421.196,38162.24
Women,2.3,24986,25253.45,26145,26348.062,26562.818,27325.07,28794.837,30334.37,31650.196,34321.441,35377.114,38003.924
Women,2.4,24873.92,25135.16,25997.272,26240.456,26398.96,27215.08,28653.168,30203.016,31539.248,34253,35219.744,37886.312
Women,2.5,24742.75,25036.25,25867.2,26164.7,26287.3,27045.45,28413.475,29964.85,31457.225,34226.175,35014.4,37768.7
Women,2.6,24628.28,24925.56,25786,26052.488,26244.106,26897.608,28269.276,29815.488,31328.59,34136.238,34938.596,37651.088
Women,2.7,24535.32,24842.81,25700.556,25982.638,26158.241,26804.172,28111.402,29684.226,31265.02,34021.884,34879.766,37533.476
Women,2.8,24425.2,24749.4,25611.808,25903.064,26079.296,26732.452,28030.324,29563.552,31207.372,33892.808,34852.424,37415.864
Women,2.9,24329.66,24650.05,25526.824,25795.852,26010.221,26667.332,27850.135,29402.336,31167.631,33741.434,34767.388,37298.252
Women,3,24273.1,24543.6,25430.84,25716.82,25915.49,26604.51,27704.35,29233.76,31098.29,33620.51,34563.16,37180.64
Women,3.1,24197.37,24471.93,25367.804,25636.642,25810.146,26497.679,27588.718,29089.704,31034.023,33493.052,34383.368,37041.04
Women,3.2,24106.2,24426.84,25298.088,25552.04,25727.656,26416.088,27471.096,29000.192,30933.48,33373.072,34224.896,36891.88
Women,3.3,24037.64,24360.94,25200.372,25487.008,25633.956,26348,27337.237,28942.612,30769.367,33239.693,34092.92,36742.72
Women,3.4,23937.44,24270,25145.552,25402,25577.466,26260.684,27244.142,28729.128,30703.818,33079.92,33970.16,36593.56
Women,3.5,23855.45,24202.1,25064.94,25356.79,25518,26189.89,27167.255,28554.77,30611.155,33007.1,33922.13,36444.4
Women,3.6,23782.16,24151.16,24981.04,25287.736,25490.976,26103.136,27078.804,28408.552,30497.148,32897.052,33873.472,36295.24
Women,3.7,23734.89,24076.33,24927,25221.578,25413.142,26032.532,26983.972,28276.424,30385.525,32849.287,33800.374,36146.08
Women,3.8,23654.56,24003.14,24858.792,25152.972,25353.154,25938.71,26894.304,28085.748,30306.772,32716.822,33736.252,35981.784
Women,3.9,23594.77,23914.17,24790.384,25096,25278.237,25817.951,26788.398,28032.94,30256.105,32639.58,33687.706,35707.752
Women,4,23511.8,23838.8,24726.24,25035,25203.96,25762.72,26739.04,27977.84,30090.24,32499.36,33665.08,35433.72
Women,4.1,23437.98,23761.92,24666.548,24989,25175.806,25710,26656,27940.93,30042.033,32428.879,33661.732,35159.688
Women,4.2,23375.02,23719.26,24594,24930.644,25121,25639.492,26614.23,27853.66,29956.546,32295.558,33645.74,34885.656
Women,4.3,23314.1,23666.58,24529,24874.826,25056.569,25567.587,26498.418,27656.346,29819.708,32025.89,33626.21,34611.624
Women,4.4,23243.88,23612.32,24474.664,24817.008,25013,25520.988,26438.58,27516.912,29740.004,31850.732,33396.92,34337.592
Women,4.5,23204.75,23568.35,24425.26,24746.19,24959.735,25454.24,26375.175,27443.99,29686.34,31747.35,33190.32,34063.56
Women,4.6,23134.68,23508,24362,24666.124,24894.454,25375.698,26331.164,27338.232,29467.654,31625.302,33085.416,33914.592
Women,4.7,23079.07,23436.41,24304.116,24613.518,24846.901,25335,26212,27295.888,29379.222,31543.48,32954.974,33869.844
Women,4.8,23055.48,23375.44,24265.544,24557.912,24794.968,25299.264,26157.024,27250.208,29254.224,31449.144,32787.016,33825.096
Women,4.9,23010.23,23329.88,24222,24520.612,24724.134,25255,26081.087,27145.16,29200.781,31418.485,32719.264,33780.348
Women,5,22961,23290.5,24177.6,24461.4,24664.45,25209,26016.8,27059.1,29098.85,31332.2,32714.8,33735.6
Women,5.1,22900.85,23238.06,24127.796,24417.094,24625.233,25163.718,25950.426,26943.076,28982.163,31177.568,32713.084,33690.852
Women,5.2,22845.24,23172.12,24068.304,24355,24556,25100.536,25913.552,26874.784,28873.084,31111.656,32709.696,33646.104
Women,5.3,22788,23112.59,24003,24277.174,24480.197,25043.677,25873.017,26812.38,28808.426,30962.303,32629.344,33601.356
Women,5.4,22729.74,23052,23960,24205.932,24430.964,25020.086,25834.608,26763.452,28754.828,30917.144,32555.46,33587.968
Women,5.5,22669,23019.65,23912,24167.67,24367.13,24992.455,25785.93,26688.42,28672.86,30884.245,32502.45,33575.56
Women,5.6,22652,22979.04,23865.936,24116.128,24333,24909.52,25730.448,26645.88,28590.736,30655.624,32453.408,33563.152
Women,5.7,22598.73,22933,23817.396,24070.916,24274.462,24869.817,25669.955,26583.122,28494.338,30617.754,32409.326,33550.744
Women,5.8,22549.66,22879.96,23757.296,24023,24224.07,24822,25617.962,26532.672,28374.176,30562.05,32347.408,33538.336
Women,5.9,22498,22841,23723.252,23987.23,24160.588,24771.524,25591.151,26447.14,28293.738,30506.057,32275.984,33525.928
Women,6,22462.4,22797.4,23677.4,23946.64,24081.92,24702.16,25509.78,26395.8,28189.9,30419.7,32259.76,33513.52
Women,6.1,22414.47,22745.13,23627.216,23900.068,24041,24672.847,25463,26365.918,28124.79,30389.812,32248.706,33471.264
Women,6.2,22359,22695.86,23576,23850,23988.292,24628.79,25406.718,26291.892,28076.508,30366.546,32185.652,33383.088
Women,6.3,22316.02,22655.89,23544.964,23803,23941,24576.767,25368.969,26184.398,28003.484,30278.544,32130.76,33294.912
Women,6.4,22258.12,22619,23503.96,23764.512,23900.624,24526.408,25341,26116.72,27957.576,30248.688,32097.28,33206.736
Women,6.5,22212.1,22585.9,23464.64,23702.22,23835,24462.755,25282.14,26042.98,27788.415,30232.95,32068.39,33118.56
Women,6.6,22157.64,22535,23417.992,23656.016,23799,24420.964,25225.212,25954.18,27725.716,30181.398,32044.396,33030.384
Women,6.7,22123.09,22493,23381.352,23613.398,23733.561,24374.403,25197.221,25900.238,27690.533,30148.512,31965.976,32942.208
Women,6.8,22077.72,22467.04,23332.104,23557.168,23698.576,24338.248,25142.852,25876.768,27619.796,30112.424,31863.304,32854.032
Women,6.9,22030.26,22434.07,23307.532,23532,23650.727,24308.105,25115.082,25827.022,27572.764,30006.449,31831.414,32802.036
Women,7,21993,22402,23266.88,23495.9,23605.05,24274.63,25069.82,25805.22,27520.83,29913.13,31808.5,32758.08
Women,7.1,21955.17,22363.13,23213,23449.87,23568.893,24227.156,25020.946,25767.83,27490.384,29851.913,31794.55,32714.124
Women,7.2,21892.88,22326.16,23169,23404.736,23536,24178.896,24982.36,25713.368,27429.48,29793.512,31748.744,32670.168
Women,7.3,21862.97,22291.19,23133.732,23349.762,23509.118,24150.857,24959.396,25671.296,27316.123,29769.685,31633.796,32626.212
Women,7.4,21809,22251,23095.016,23304.624,23476.426,24092.266,24923.62,25626.444,27298.734,29679.02,31563.524,32582.256
Women,7.5,21779,22202.25,23046.2,23275,23443.45,24055.025,24866.725,25606.45,27202.475,29649.85,31533.95,32538.3
Women,7.6,21742.6,22155,23003,23243.776,23413.232,24026.252,24837.788,25558.48,27181.94,29609.236,31504.784,32484.36
Women,7.7,21712.58,22125.62,22966,23204.338,23374,23992.479,24792.851,25513.63,27067.603,29531.711,31475.768,32399.22
Women,7.8,21666,22089,22909.304,23178.392,23342.896,23945.51,24747.914,25442.176,26961.112,29444.416,31374.964,32314.08
Women,7.9,21629,22050.37,22864.812,23132.756,23312.899,23906.488,24710.977,25402,26887,29337.632,31279.998,32228.94
Women,8,21595.8,22017.4,22820.48,23104.04,23277.28,23858.48,24699,25354.04,26873,29231.4,31245.96,32143.8
Women,8.1,21562.61,21975.43,22776.004,23048,23243.723,23807.516,24660.103,25316.582,26846.553,29109.018,31182.024,32058.66
Women,8.2,21529,21932.38,22732.288,23015.308,23201.612,23774.538,24616,25292.176,26799.518,29081.43,31063.728,31973.52
Women,8.3,21498.23,21899.49,22701,22988.702,23150.889,23746.841,24590.687,25266.318,26764.316,29052.551,30991.276,31888.38
Women,8.4,21477.68,21859.52,22662.952,22957.096,23112.972,23696.424,24562,25252.048,26705.38,29021,30954.448,31799.72
Women,8.5,21458.95,21833.1,22632.76,22926,23051.33,23653.765,24542,25192,26675.84,28994.835,30927.94,31709.3
Women,8.6,21438.98,21797.58,22605.616,22896,23013.69,23621.348,24518,25146.604,26641,28959.89,30904.504,31618.88
Women,8.7,21405,21771.61,22568.236,22861.278,22972.442,23593.583,24481.962,25089.012,26607.454,28925.434,30895.81,31528.46
Women,8.8,21379.76,21737,22527.328,22813.672,22941.304,23562.984,24436.264,25036.144,26538.176,28917.392,30884.736,31438.04
Women,8.9,21357.06,21711.34,22493.092,22779.264,22910.161,23524.401,24380.214,24989.158,26439.285,28893.735,30861.858,31347.62
Women,9,21329.2,21679.7,22461,22748,22892.41,23492,24341.67,24961.98,26388.53,28865.82,30817.2,31257.2
Women,9.1,21292.71,21657.46,22422,22708.562,22853,23462.438,24300.864,24929.116,26329.781,28853.144,30739.08,31172.372
Women,9.2,21272,21628.76,22384.376,22676,22822.636,23440.256,24262.592,24887,26279.548,28805.184,30697.584,31143.464
Women,9.3,21254.33,21601.79,22359.804,22645.926,22793,23412.037,24228.577,24840.668,26262.418,28778.39,30680.286,31114.556
Women,9.4,21221.38,21574.46,22327.232,22626.036,22758.208,23376.892,24177.83,24810.324,26238.442,28628.154,30613.72,31085.648
Women,9.5,21206.65,21540.85,22296.3,22601.29,22712.77,23351.565,24126.94,24781.87,26199.76,28544.47,30534.19,31056.74
Women,9.6,21177,21519.88,22260.088,22565.648,22673.936,23322,24088.048,24729.328,26159.496,28488.112,30377.392,31027.832
Women,9.7,21145,21494,22222,22541,22635.153,23298.019,24054.333,24701.962,26096.566,28369.522,30248.314,30998.924
Women,9.8,21126.3,21465.88,22181.888,22497.12,22602.402,23278,23993.522,24686.112,26055.754,28329.08,30214.276,30970.016
Women,9.9,21088.46,21439,22145.116,22460,22571.651,23240.437,23975.474,24654.054,26027.361,28313.793,30179.028,30892.828
Women,10,21058,21411,22111.8,22434,22532.5,23204.9,23936,24628.6,25978,28300.1,30142.2,30770.2
Women,10.1,21026,21390.09,22088,22402,22495.383,23175.309,23905.452,24593.022,25964.813,28279.083,30112.532,30647.572
Women,10.2,21000,21366.06,22070.656,22379,22459.932,23145,23874.556,24534.072,25928.304,28255.092,30086.864,30524.944
Women,10.3,20976.81,21343,22036,22349.582,22422.549,23120.254,23809.956,24498.714,25894.195,28024.526,30075.416,30402.316
Women,10.4,20950,21321,22003.512,22320.952,22398,23094,23767.312,24446.352,25851.704,27979.704,30066.168,30279.688
Women,10.5,20924.35,21294.15,21976.7,22289.11,22354.43,23072,23730,24420,25831.46,27921.065,30051.66,30157.06
Women,10.6,20907,21277.18,21947,22245.764,22322.192,23039,23700.678,24400.628,25811.756,27909.476,30037.892,30034.432
Women,10.7,20880,21255.42,21911,22200.158,22285.881,23004.526,23662.482,24373.422,25776.986,27887.635,30026.174,30006.168
Women,10.8,20857.48,21229,21867.224,22171,22258.964,22982.516,23640.216,24344.68,25681.252,27823.268,30010.76,29983.992
Women,10.9,20835,21204,21834.652,22139.838,22233.047,22946.648,23609.734,24295.056,25642.253,27703.07,29991.23,29961.816
Women,11,20804.7,21171,21806.08,22103,22192.91,22915.99,23585.86,24256.6,25614.29,27660.4,29856.56,29939.64
Women,11.1,20781.97,21145.33,21781.508,22072,22158.213,22884.399,23560.965,24221,25593.487,27609.561,29667.956,29917.464
Women,11.2,20746.24,21125,21756.936,22047,22144,22852.808,23526.224,24189.608,25562.648,27517.024,29556.232,29895.288
Women,11.3,20718.55,21104,21727.364,22016,22112,22832.434,23507.119,24161.396,25510.969,27465.926,29460.976,29873.112
Women,11.4,20695,21076.42,21702.792,21980.832,22089,22799,23472.546,24127.952,25476,27412.236,29429.728,29850.024
Women,11.5,20673.15,21051,21675,21955,22064,22776.07,23443,24095.58,25449.97,27296.355,29405.96,29825.34
Women,11.6,20646.32,21029,21646.648,21934.704,22021.256,22749.776,23408.54,24034,25410.508,27199.084,29399.264,29800.656
Women,11.7,20627,21001.51,21625,21911.098,21985,22725,23380.742,24014.174,25387.147,27175.193,29384.56,29775.972
Women,11.8,20609,20977.54,21598,21877,21958,22684.262,23366.434,23989.856,25351.136,27147.254,29362.24,29751.288
Women,11.9,20597,20960.57,21571.932,21857.658,21929.877,22647.71,23347.994,23971.948,25297.235,27121.488,29304.544,29726.604
Women,12,20568.8,20939,21543.36,21831.56,21910.96,22616,23336,23947.12,25266.44,27074.56,29233.12,29701.92
Women,12.1,20552.01,20915.63,21517,21807.348,21891.086,22583.467,23311.115,23893.33,25230,27053.494,29122.846,29677.236
Women,12.2,20534.88,20887.66,21499,21785.068,21867.252,22544.796,23278,23874.448,25202.134,26928.744,29015.424,29632.376
Women,12.3,20518.21,20865,21476.288,21755.924,21842,22511.614,23264.247,23846.58,25174.495,26862.664,28945.116,29582.084
Women,12.4,20492.48,20847,21439.216,21734,21820.292,22480.876,23241.248,23831.224,25129.18,26842.468,28897.464,29531.792
Women,12.5,20468,20824.75,21415,21710.5,21788,22441.125,23200.75,23801.5,25090.125,26749.875,28893,29481.5
Women,12.6,20443,20805.78,21391.856,21689.288,21768,22408.272,23171.628,23789.388,25057.104,26707.296,28857.736,29431.208
Women,12.7,20421.58,20786.81,21370.356,21668.038,21750.082,22376.943,23143.004,23744.446,25041.453,26653.378,28797.472,29380.916
Women,12.8,20398,20760.68,21350.784,21639.728,21725.624,22346.704,23122.192,23708.776,25005.656,26547.528,28781.728,29330.624
Women,12.9,20369,20738,21326.636,21616.304,21701.121,22311.761,23095,23678.868,24976.177,26486.67,28780.054,29284.952
Women,13,20346,20715.9,21304,21592.22,21671.79,22287.17,23059.38,23666,24951.69,26464.23,28756.24,29256.44
Women,13.1,20331,20698,21285.204,21574.228,21642.873,22273,23031.506,23650.526,24921.654,26387.313,28734.824,29227.928
Women,13.2,20312.64,20677,21248,21555.008,21621.956,22241.976,23016.316,23634.072,24906.864,26377.992,28728.128,29199.416
Women,13.3,20297.82,20655,21214.772,21533.206,21603.078,22215,22982.137,23613.326,24857.206,26341.139,28706.024,29170.904
Women,13.4,20278,20634.02,21197,21512.388,21580.366,22183.418,22967.884,23578.82,24818.742,26312.384,28659.152,29142.392
Women,13.5,20258,20608.05,21176,21491,21561.205,22152,22946.01,23552.71,24800.275,26279.815,28630.1,29113.88
Women,13.6,20237.16,20582,21154.208,21470.584,21547,22129.248,22918.136,23518.512,24770.536,26273.352,28613.36,29085.368
Women,13.7,20216.99,20565.22,21138,21447,21531.371,22109,22901.155,23492.604,24758.843,26249.271,28598.85,29071.64
Women,13.8,20193.26,20550,21120.064,21424,21507,22087.442,22880.694,23476.696,24720.558,26217.942,28584.672,29066.36
Women,13.9,20170.06,20528,21095.492,21405,21486.074,22067.851,22854.028,23440.682,24702.228,26158.292,28538.916,29061.08
Women,14,20143.8,20504.2,21072,21392.16,21465.72,22047.08,22833.64,23404.4,24692.64,26124.44,28500.84,29055.8
Women,14.1,20128.07,20484.46,21055.348,21373.77,21448,22013.007,22804.766,23380.93,24670.665,26118.629,28490.796,29050.52
Women,14.2,20107.68,20463.52,21030.776,21338,21431.144,21990,22761.946,23343.532,24640.692,26116.732,28472.02,29045.24
Women,14.3,20091,20439.29,21011,21322.342,21408.869,21946.487,22743.009,23317,24612.795,26101.213,28441.33,29039.96
Women,14.4,20075.88,20420,20990.632,21302.472,21381.952,21920.896,22706.504,23273.744,24570.824,26061.072,28424.368,29034.944
Women,14.5,20049.15,20401.35,20979,21278,21370.035,21895.305,22686.135,23244.85,24537.54,26043.505,28415.44,29034.02
Women,14.6,20037.84,20383.38,20962.488,21246,21352.118,21869.428,22667.198,23209.716,24518.796,26027.528,28405.576,29033.096
Women,14.7,20022.69,20367.41,20945,21231,21338.201,21834,22656,23189.048,24494.877,25986.696,28385.782,29032.172
Women,14.8,20006,20344.44,20932.344,21217.312,21312.852,21812,22638,23144.808,24459.696,25977.628,28166.488,29031.248
Women,14.9,19982,20322.47,20918,21188.706,21293.101,21790.941,22605.774,23127.416,24440.185,25936.207,28000.302,29030.324
Women,15,19961,20302,20900,21166,21268.45,21765.35,22582.45,23103,24421,25924.6,27989.7,29029.4
Women,15.1,19942.31,20288,20877.628,21136.988,21250,21745,22555.513,23084.014,24411.315,25903.098,27949.17,29028.476
Women,15.2,19928,20270.56,20858,21112.888,21229.232,21728.168,22534.456,23059.984,24384.76,25862.208,27873.84,29021.6
Women,15.3,19903.31,20254,20841,21100,21211.699,21701.462,22509.278,23035.538,24350.868,25812.408,27845.26,29008.4
Women,15.4,19891.58,20236,20822,21075,21194.782,21678.972,22477.702,23023.252,24325.006,25781.484,27839.68,28995.2
Women,15.5,19876.7,20217.65,20802,21060,21173.73,21648,22450,22987.15,24276.545,25774.39,27835.08,28982
Women,15.6,19856,20201.68,20785,21043.464,21148.948,21623.804,22417.828,22967.88,24252.112,25757.7,27830.328,28968.8
Women,15.7,19837.39,20183.71,20771,21027,21131,21600,22392.891,22942.722,24221.623,25742.821,27822.516,28955.6
Women,15.8,19817.66,20167.74,20748,21012.252,21112.114,21575,22357.954,22924.268,24194.648,25733.068,27809.456,28942.4
Women,15.9,19796,20151,20733,20991.292,21098,21559,22342.034,22898.256,24163.103,25686.927,27783.788,28929.2
Women,16,19786.2,20127.6,20716,20975.04,21082.28,21537.44,22321.32,22869.24,24110.04,25669.4,27701.56,28928
Women,16.1,19771,20111.83,20697,20964,21062.363,21511,22297.143,22834.342,24077.558,25655.033,27563.176,28928
Women,16.2,19746.48,20085.86,20678,20945.828,21046.892,21493.516,22272.206,22786.904,24056,25628.956,27512.308,28928
Women,16.3,19730.01,20065.89,20663.528,20931,21032,21475.001,22250,22764.998,24017,25612.013,27497.242,28928
Women,16.4,19711,20044,20646,20917.616,21014.224,21461.152,22241.996,22740.176,23998.264,25565.468,27400.256,28928
Women,16.5,19697.1,20029,20622.62,20889.01,20995.39,21446.97,22225.79,22711.27,23979.515,25520.915,27302.63,28928
Women,16.6,19686.82,20010,20602,20865,20981,21432,22202.374,22696.088,23953.106,25493.652,27251.852,28928
Women,16.7,19668,19988.01,20582,20852.798,20960.861,21407,22183.521,22662.182,23912.368,25423.587,27207.026,28922.544
Women,16.8,19655,19965,20569.904,20827.768,20939.944,21389.712,22160.584,22629.456,23892.552,25373.576,27174.104,28906.176
Women,16.9,19639.63,19938.07,20557.664,20813,20921.027,21376.242,22137.941,22602.466,23877.879,25341.935,27130.31,28889.808
Women,17,19627,19923,20541.52,20791.96,20904.11,21358,22122.13,22581.46,23860.47,25325.38,27077.3,28873.44
Women,17.1,19610.17,19905,20522,20771.374,20882.772,21345.939,22093.773,22563,23824.892,25294.427,27048.534,28857.072
Women,17.2,19591.88,19887.16,20503.616,20752.768,20864,21328,22082.836,22549.384,23818,25253.78,27027.888,28840.704
Women,17.3,19569.71,19865,20481.044,20741.162,20840.359,21309,22060.697,22528.916,23800.243,25218.249,26993.358,28824.336
Women,17.4,19548.98,19849.22,20465.472,20724,20827,21289.166,22037.81,22516.004,23767.716,25163.868,26959.032,28807.968
Women,17.5,19530.25,19831.25,20444,20708,20807.525,21272,22013,22479.75,23753.55,25145.675,26928.9,28801.9
Women,17.6,19512,19817.56,20427,20686,20784.608,21254,21999.176,22463.096,23721.576,25133.328,26898.56,28799.128
Women,17.7,19490.58,19804,20404.756,20670,20769.691,21238.393,21965.604,22444.642,23704.612,25122.342,26867.87,28796.356
Women,17.8,19472.18,19787,20391,20642,20743.774,21224.802,21946,22423.188,23678.628,25111.988,26841.068,28793.584
Women,17.9,19460.33,19776.37,20377.224,20624,20726.571,21212,21930.108,22399.202,23642.616,25109.536,26817.074,28790.812
Women,18,19434.4,19759,20356.04,20604,20705.94,21191.62,21911,22380.84,23616.44,25103,26790,28788.04
Women,18.1,19419,19740.43,20340.468,20587.314,20686.023,21174,21890,22367.826,23593.412,25087.871,26762.1,28785.268
Women,18.2,19406,19730,20321.896,20570.708,20671,21155.438,21868.466,22360,23577.294,25059.144,26756.996,28782.016
Women,18.3,19392,19716,20304,20561,20650.189,21132.847,21855.058,22340.754,23526,25049.763,26751.29,28776.604
Women,18.4,19382.68,19697.52,20284,20544,20633,21110,21826,22307,23521,25043.32,26742.92,28771.192
Women,18.5,19364.8,19681,20269.18,20522.89,20618.355,21094.33,21800.31,22292,23502.525,25035.55,26713.16,28765.78
Women,18.6,19347.22,19663.58,20248.608,20504,20594.314,21074.148,21771,22278,23479.344,24980.978,26652.896,28760.368
Women,18.7,19333.49,19649,20231,20484,20575.521,21048,21745,22255.204,23461.413,24962.619,26592.978,28754.956
Women,18.8,19316,19634,20208.464,20474,20561,21027,21721.844,22237.592,23429.552,24944.24,26533.272,28749.544
Women,18.9,19304.03,19619.67,20191,20457.466,20550.374,20992.903,21706.907,22215,23389.355,24936.047,26492.97,28744.132
Women,19,19288.3,19604.7,20177.32,20437.86,20522.77,20977.71,21686.94,22193.22,23363.94,24911.95,26457.42,28740
Women,19.1,19268,19585.73,20158.496,20418,20498.706,20966.119,21669.066,22175.432,23339.966,24896.693,26441.238,28736.7
Women,19.2,19258,19566,20142.528,20402,20474.936,20950.528,21649,22139.488,23319.488,24892.064,26421.248,28733.4
Women,19.3,19244.11,19550,20131,20388.084,20466.019,20931.937,21631,22101.646,23288.009,24875.39,26389.442,28730.1
Women,19.4,19228,19535.82,20118,20371.436,20449.102,20906,21618,22078.924,23266.522,24855.296,26365.448,28726.8
Women,19.5,19213,19518,20100.46,20344,20430.555,20890,21600.57,22049.94,23249,24821.85,26350.94,28723.5
Women,19.6,19198,19505,20087,20328.224,20406.268,20871.492,21584,22028.096,23188.48,24811.308,26308.464,28720.2
Women,19.7,19187.38,19488.91,20072.316,20306.236,20393.351,20856.573,21568.233,22005.248,23160.061,24805.893,26251.548,28716.952
Women,19.8,19171.46,19472,20047,20283,20371.868,20845.91,21554.948,21992.432,23148.444,24787.31,26109.932,28715.368
Women,19.9,19154.46,19462,20033.172,20266.812,20356,20832.391,21538.537,21965.27,23127.609,24768.662,25965.824,28713.784
Women,20,19134,19449,20015,20250.6,20337.2,20822.4,21517.2,21943.8,23093.8,24741.8,25950.2,28712.2
Women,20.1,19116.27,19435,19998.028,20225.194,20315.683,20799.418,21498.663,21936.746,23082.339,24688.074,25935.05,28710.616
Women,20.2,19099,19420.06,19982,20201.588,20300,20788.618,21488.452,21921.876,23071.626,24652.246,25921.1,28709.032
Women,20.3,19077.81,19402.09,19965.884,20182,20278,20769.027,21470,21905.838,23045.529,24640,25897.012,28707.448
Women,20.4,19064.16,19386,19947.312,20165,20260,20748.436,21460.704,21891,23030.996,24638.892,25862.416,28705.864
Women,20.5,19046,19371.15,19928.48,20148,20239,20733.69,21448,21876.93,22980.33,24628.58,25836.01,28693.12
Women,20.6,19038,19357,19914.168,20133.328,20228,20718.762,21438.956,21857,22965.034,24599.368,25813.132,28666.984
Women,20.7,19025.89,19343.21,19899,20120.558,20215.181,20703.326,21424.082,21830.066,22955.191,24557.861,25807.458,28640.848
Women,20.8,19008.16,19328,19884,20099.952,20196,20689.072,21413,21815.68,22919.928,24548.024,25802.336,28614.712
Women,20.9,18989.43,19312,19871.452,20083,20183,20673,21402,21782.684,22903,24535.563,25787.828,28588.576
Women,21,18976,19294.3,19849.88,20065.74,20161.43,20651,21387.46,21764.66,22874.46,24517.41,25752.62,28562.44
Women,21.1,18963.97,19275.33,19834.308,20051.402,20141,20636,21362.293,21747.412,22866.486,24463.661,25673.942,28536.304
Women,21.2,18946,19262,19817.736,20030,20120,20610.708,21352,21731.264,22850,24435.952,25636.112,28510.168
Women,21.3,18936.51,19251.39,19804.164,20013,20096.679,20589.468,21339.676,21716.298,22833,24425.392,25634.438,28503.868
Women,21.4,18919.56,19234.42,19786,19996.632,20076.524,20557.526,21323.964,21693.844,22819.038,24417.244,25610.928,28500.304
Women,21.5,18902.05,19218.45,19766.02,19977,20056.845,20538,21304,21676.39,22798.59,24402.68,25579.68,28496.74
Women,21.6,18889.32,19206,19750,19962.104,20041,20526.344,21292.432,21662,22786.808,24387,25539.456,28493.176
Women,21.7,18882.59,19194,19737.876,19946,20028,20512.753,21279.013,21646.482,22772.321,24372.456,25500.356,28489.612
Women,21.8,18874.86,19180,19722.304,19929.892,20013,20497.162,21254.734,21635.028,22755.336,24359.656,25470.224,28486.048
Women,21.9,18866.13,19165,19709,19920.286,19997.354,20485.571,21243.782,21620.574,22736.429,24297.37,25450.394,28482.484
Women,22,18854,19150.6,19695.32,19907,19984,20471.98,21219.86,21600.36,22729.86,24285.3,25448.72,28469.88
Women,22.1,18827.67,19137,19684,19893.074,19972,20458.389,21202,21578.332,22723,24232.83,25437.506,28436.484
Women,22.2,18813,19119.66,19669,19882,19949.278,20446.798,21195.958,21561.424,22701.202,24220.236,25419.092,28403.088
Women,22.3,18804,19101,19649.444,19869.862,19928.509,20434,21179.049,21554.516,22673.399,24210.174,25405.018,28369.692
Women,22.4,18791,19084,19634,19851.256,19914.592,20422,21165.112,21538.912,22646.736,24191.056,25392.184,28336.296
Women,22.5,18780,19070.5,19621.3,19835.65,19899.675,20407.05,21149.175,21512.85,22620.825,24171.625,25386.5,28302.9
Women,22.6,18767.02,19058,19603.456,19812.088,19886,20391.434,21126.19,21494.396,22597.628,24141.974,25377.68,28269.504
Women,22.7,18756,19038.62,19588.156,19801,19875.841,20372,21102.408,21471,22558.706,24112.704,25355.36,28236.108
Women,22.8,18743.12,19019,19576.584,19785.832,19864,20355,21084.092,21460.976,22542,24095.236,25341.776,28200.408
